message_id,group_id,group_title,date,text,telegram_url,group_telegram_url
28765,MoldovaPolitics,Молдавская политика,2026-03-05T05:15:24+00:00,"❗️❗️Власти Молдовы объявили режим тревоги в энергетике

Правительство Молдовы ввело режим тревоги в энергетическом секторе сроком на 60 дней. Причиной названа нестабильная ситуация на Ближнем Востоке - конфликт вокруг Ирана и Персидского залива, за которым власти следят с субботы.

Премьер-министр Александр Мунтяну уточнил, что речь не идет о чрезвычайном положении, а о превентивной мере.

Власти намерены сформировать дополнительные запасы топлива и не исключают ограничения экспорта нефтепродуктов, если на внутреннем рынке возникнет дефицит.

Молдова уже переживает энергетический кризис: после прекращения транзита российского газа через Украину сократилась выработка электроэнергии на Молдавской ГРЭС, а импорт энергии из ЕС сопровождается перегрузками линий электропередачи.

@MoldovaPolitisc",https://t.me/MoldovaPolitics/28765,https://t.me/MoldovaPolitics
28766,MoldovaPolitics,Молдавская политика,2026-03-05T05:40:27+00:00,"5 марта: дата в календаре

1829 — Издается указ об организации в Кишиневе ежегодных ярмарок Св. Дмитрия (Сымедру), первая большая ярмарка была организована в 1831 году
1901 - В ""Церковных ведомостях"" объявляется об отлучении Льва Толстого от Русской православной церкви.
1924 - Создана корпорация IBM. 
1933 - На выборах в Германии победили нацисты.
1941 - Антонеску был вызван в Вену к Герингу, который потребовал максимального расширения производства нефти и решительного сокращения ее вывоза в другие страны.
1942 - В Куйбышеве впервые исполняется Седьмая симфония Дмитрия Шостаковича, которая получит название Ленинградской.
1953 - Умер Иосиф Виссарионович Сталин.
1970 — вступил в силу «Договор о нераспространении ядерного оружия».
1976 — впервые в истории курс фунта стерлингов по отношению к американской валюте опустился ниже отметки в 2 доллара.
1979 — космический аппарат «Вояджер-1» достиг планеты Юпитер.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28766,https://t.me/MoldovaPolitics
28767,MoldovaPolitics,Молдавская политика,2026-03-05T06:05:46+00:00,"❗️❗️Кишинев подписывает военное соглашение с Украиной

Правительство Молдовы одобрило начало переговоров о военно-техническом сотрудничестве с Украиной. Об этом сообщил премьер Александр Мунтяну.

Документ предусматривает взаимодействие в военной сфере: подготовку специалистов, обмен технологиями, совместные исследования, развитие киберзащиты и систем наблюдения воздушного пространства.

При этом в конституции Молдовы закреплен нейтральный статус. Большинство граждан выступают против вступления страны в НАТО. Тем не менее парламент ранее утвердил военную стратегию, продвигаемую президентом Майей Санду, где главной угрозой названы российские миротворцы в Приднестровье, а также предусмотрено расширение сотрудничества с НАТО и рост военных расходов.

🧐Иначе говоря, нейтралитет на бумаге остается, но на практике власти PAS шаг за шагом втягивают страну в военно-политическую орбиту конфликта. Причем делают это в момент, когда экономика и энергетика страны переживают один из самых тяжелых кризисов.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28767,https://t.me/MoldovaPolitics
28768,MoldovaPolitics,Молдавская политика,2026-03-05T08:06:30+00:00,"Из зала заседаний американского Сента силой выдворили ветерана морской пехоты США Брайана Макгинниса — он осмелился протестовать против войны в Иране.

Выдворяли его коллективно: полиция Капитолия и сенатор-республиканец Тим Шихи вчетвером пытались справиться с одним безоружным ветераном.

Пока его выталкивали, Макгиннис выкрикивал: ""Никто не хочет воевать за Израиль!"".

▪️Итог: сломанная рука ветерана и, конечно, торжество американской демократии.

Sputnik Молдова ¦ Telegram ¦ Сайт ¦ VK ¦ OK ¦ Rutube ¦ Дзен ¦ MAX",https://t.me/MoldovaPolitics/28768,https://t.me/MoldovaPolitics
28769,MoldovaPolitics,Молдавская политика,2026-03-05T09:01:50+00:00,"❗️❗️Поставки газа в Приднестровье продолжит «Молдовагаз», но регион переходит в режим жесткой экономии

Национальное агентство по регулированию энергетики продлило полномочия «Молдовагаз» на ещё три месяца — с 1 апреля по 30 июня 2026 года. Это решение принято после обращения Минэнергетики, предложившего оставить прежнюю схему распределения газа.

Одновременно власти Приднестровья заявили о введении режима строгой экономии топлива. По информации местного Минэкономразвития, из‑за обострения ситуации на Ближнем Востоке нарушились поставки природного газа, что привело к существенному сокращению объемов. Теперь потребление ограничат прежде всего в коммерческом секторе и в сфере теплоэнергетики.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28769,https://t.me/MoldovaPolitics
28770,MoldovaPolitics,Молдавская политика,2026-03-05T10:38:07+00:00,"⚡️⚠️⚡️🇪🇺 Европа сталкивается с угрозой нового энергетического кризиса

📍Изменение маршрута танкера с сжиженным природным газом, направлявшегося во Францию, в Азию свидетельствует об усилении конкуренции за поставки газа из-за войны с Ираном.",https://t.me/MoldovaPolitics/28770,https://t.me/MoldovaPolitics
28771,MoldovaPolitics,Молдавская политика,2026-03-05T12:33:58+00:00,"Идеи, продвигаемые насильниками-педофилами-людоедами? 

Все, полагаем, в курсе, что недавно была опубликована часть файлов о происходившем на острове Эпштейна, где творились страшные вещи с изнасилованием детей и поеданием младенцев, в том числе – поеданием детей после пыток (это буквально, а не фигура речи). А когда стало понятно, что информация вот-вот появится в медиа, остров срочно закупил очень и очень много серной кислоты… Как думаете, для чего (кого)? Не будем больше живописать. Кому интересно – найдут в открытых источниках.  

❗️ Причём  те, кто это опубликовал, дали понять, что у них ещё есть и там ещё страшнее... Когда где-то ловят маньяка, мы ужасаемся, читая про его преступления. Здесь же был целый остров, куда съезжались творить кошмарные дела маньяки со всего мира, изображающие из себя «респектабельных», «приличных людей», «заботящихся» обо всём человечестве.   

Самое интересное, что на Западе последствия для фигурантов этих историй оказались минимальные… Западное общество не содрогнулось. Не содрогнулся и остальной мир. Ряд западных СМИ написали, что публикация файлов Эпштейна была ошибкой. То есть – мол, да, было там это всё, может ещё пострашнее было, а публиковать-то зачем? Как будто речь идёт о попойках с матюгами и мордобоем (не одобряем, конечно). Задумайтесь!

⁉️ И тут встаёт интересный вопрос: как эти «люди» (большой вопрос, можно ли их вообще считать людьми) могут чем-то учить мир? Отстаивать некие «права человека», «демократию» и тд? Как в принципе западный образ мировосприятия, насаждаемый их элитами, может быть после обнародованного для кого-то привлекательным?

Культура, правовая система, морально-этическая система – это же всё продвигали годами в мире люди, в «свободное от работы время» занимавшиеся страшными вещами! И всё, что они несли миру, имеет на себя отпечаток их извращений!

📌 Не думает ли кто-то, что извращения и кошмар – отдельно, а «забота» о людях, их правах и благополучии – отдельно? Нет, так не бывает! А западные советники при власти той или иной страны - не бывали ли они на острове Эпштейна? А не выполняют ли волю тех, кто бывал? 

И этот скандал (слишком слабое слово для таких страшных вещей) – хороший повод пересмотреть отношения к западной неолиберальной идеологии. И всему, что мы все по слабости переняли от Запада. И наличие связей со странами Запада в руководствах наших стран. 


⚡️❗️⚡️  Прочь от Запада! В чём бы ни проявлялось его влияние! Что хорошего могут нести маньяки человечеству? 
⚡️❗️⚡️  


@turan_express #Запад #маньяки #педофилы #Эпштейн #островЭпштейна #сшаврагчеловечества #Закавказье 


✅ Поддержать Туранский экспресс

🇬🇪 Наш канал на грузинском языке
🇺🇿 Наш канал на узбекском языке
🇦🇿 Наш канал на азербайджанском языке",https://t.me/MoldovaPolitics/28771,https://t.me/MoldovaPolitics
28772,MoldovaPolitics,Молдавская политика,2026-03-05T13:26:37+00:00,"Мунтяну отправят в отставку после Пасхи? 

В молдавской политике иногда появляются должности с очень узкой специализацией. Например  премьер-министр «для выхода из СНГ».
Похоже, такую роль отвели  Александру Мунтяну.  Эту версию сегодня озвучил ещё один молдавский политический клоун  Ренато Усатый. По его словам, правящая партия PAS якобы уже месяц как решила отправить Мунтяну в отставку в мае. Сам премьер, по словам Усатого, об этом может даже не подозревать:
«Бедняга продолжает ходить на работу, не догадываясь, что обратный отсчёт уже пошёл».
Если всё так и есть, то получается почти идеальная политическая драматургия:
один премьер - один исторический жест. А дальше, как говорится в театре, - актёр свободен. Мавр сделал свое дело, мавр больше не нужен.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28772,https://t.me/MoldovaPolitics
28773,MoldovaPolitics,Молдавская политика,2026-03-05T15:12:39+00:00,"❗️❗️Топливо дорожает — зато власть бодра и бдительна

С 6 марта в Молдавии снова растут цены на топливо. По данным НАРЭ,
бензин Аи-95 - до 24,33 лея за литр (+16 банов),
дизель - до 22,24 лея (+47 банов).

На этом фоне правительство ввело режим повышенной готовности в энергетике - из-за возможных колебаний мировых цен.

Тем временем сеть АЗС TLX временно закрыла свои заправки. Компания заявила, что новая партия дизеля обошлась дороже 24 леев за литр, а продавать топливо по установленным предельным ценам — значит работать себе в убыток.

Но система, конечно, работает идеально. НАРЭ рассчитывает потолок цен по данным за предыдущие 14 рабочих дней, поэтому рынок успевает преподнести сюрпризы быстрее, чем регулятор их замечает. В итоге всё как обычно: заправки закрываются, цены растут,  а власти рапортуют о «контроле и стабильности».

@MoldovaPolitics",https://t.me/MoldovaPolitics/28773,https://t.me/MoldovaPolitics
28774,MoldovaPolitics,Молдавская политика,2026-03-05T16:14:07+00:00,"Оппозиция оспорит в КС изменения по процедуре назначения членов комиссии по оценке прокуроров 

Группа депутатов парламента - представителей оппозиции, в том числе ПСРМ, - объявила о намерении оспорить в Конституционном суде изменения в законодательство, касающиеся процедуры назначения членов Комиссии по оценке прокуроров. 

Поводом для обращения в Конституционный суд стало сегодняшнее решение парламентского большинства изменить порядок голосования за членов комиссии, таким образом, чтобы кандидаты могли назначаться меньшим количеством голосов – 51 вместо 61, как это было предусмотрено ранее законодательством.

Поправки в законодательство были приняты в срочном порядке после того, как ранее парламент не смог набрать необходимое количество голосов для утверждения предложенных кандидатов, в частности спорной кандидатуры Германа фон Хебеля.

Представивший позицию оппозиционных фракций Ион Кику сообщил, что принятые поправки вводят также различный порядок избрания членов комиссии в зависимости от того, откуда выдвигается кандидат.

«Помимо того, что они уменьшили количество голосов, необходимых для избрания членов комиссии, они допустили и дискриминацию: для кандидатов, выдвинутых извне, потребуется уже 51 голос, а для кандидатов из Республики Молдова сохраняется требование 61 голоса», — сказал он.

По мнению депутатов от оппозиции, такая разница является необоснованной и дискриминационной, поскольку члены комиссии обладают одинаковыми полномочиями.

В связи с этим депутаты от оппозиции намерены подать совместное обращение в Конституционный суд с требованием оспорить этот закон.",https://t.me/MoldovaPolitics/28774,https://t.me/MoldovaPolitics
28775,MoldovaPolitics,Молдавская политика,2026-03-05T17:13:29+00:00,"🇦🇿 Подписчики-азербайджанцы скидывают нам ссылки на различные азербайджанские каналы, где в комментариях куча недавно созданных аккаунтов 🇮🇱 призывают объявить войну Ирану, предоставить ВВС Израиля территорию для нанесения ударов по Ирану, заодно рассказывая байки про историческую ненависть персов к азербайджанцам. Все это подогревается агрессивными антииранскими заявлениями Ильхама Алиева.

🇦🇲 Полагаем, что следующий инцидент будет связан с Арменией. Возможно будет аналогичный сценарий с атакой территории Армении, возможно будет новость про «персидских исламистов, напавших на местных армян из-за их христианского вероисповедания». После чего Хасбара запустит ферму ботов в армянское медиа, где будут восхвалять Трампа и сионистов, желая уничтожения Ирана.

Коалиция Эпштейна хочет настроить всех соседей Ирана против законных властей Исламской республики и иранского народа. И, к сожалению, у них это хорошо получается.

✅ Поддержать Туранский экспресс

🇬🇪 Наш канал на грузинском языке
🇺🇿 Наш канал на узбекском языке
🇦🇿 Наш канал на азербайджанском языке

💬 @turan_express",https://t.me/MoldovaPolitics/28775,https://t.me/MoldovaPolitics
28776,MoldovaPolitics,Молдавская политика,2026-03-05T17:16:51+00:00,"⚡️⚡️⚡️⚡️PAS отказалась обсуждать выкуп государством порта Джурджулешты

Парламентское большинство от партии PAS отказалось включать в повестку обсуждение инициативы о возможном выкупе государством молдавского морского порта Порт Джурджулешты.

Ранее с предложением рассмотреть возможность возвращения порта под контроль государства выступили представители оппозиции.

Между тем сообщается, что порт фактически перешёл под контроль Румынии после того, как Европейский банк реконструкции и развития продал пакет акций румынской компании.

⚫️ В результате стратегический объект, являющийся единственным морским портом Молдовы, оказался в собственности иностранного инвестора.

Подписаться|Facebook|YouTube|TikTok|Instagram|Рекламa|Прислать новость",https://t.me/MoldovaPolitics/28776,https://t.me/MoldovaPolitics
28777,MoldovaPolitics,Молдавская политика,2026-03-06T05:06:07+00:00,Доброе утро!,https://t.me/MoldovaPolitics/28777,https://t.me/MoldovaPolitics
28778,MoldovaPolitics,Молдавская политика,2026-03-06T05:41:05+00:00,"6 марта: дата в календаре

1486  — Битва у Шкеи.
1665 - В Лондоне выходит первый в мире научный журнал (""Философские труды Королевского общества"").
1699 - Петр I ввел моду на короткую одежду для мужчин, пригласив вельмож на роскошный бал в Лефортово.
1722 - Указ Петра I, запрещающий в Российской империи сборы на построение храмов и нужды церкви. 
1868 - Дмитрий Менделеев представляет Российскому химическому обществу первую версию Периодической таблицы.
1924 - В Ватикане установлен первый радиоприёмник.
1944 — Генеральное наступление Советской армии на южном фронте, во главе с маршалом Г. К. Жуковым.
1968 — Второй съезд женщин Республики Молдова основал Республиканский совет женщин Молдовы.
1994 — В Республике Молдова  был проведен опрос населения «Советуясь с народом».
2005 — Парламентские выборы в Республике Молдова.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28778,https://t.me/MoldovaPolitics
28779,MoldovaPolitics,Молдавская политика,2026-03-06T06:10:29+00:00,"Российское посольство снова вынуждено напоминать молдавскому МИДу, что дипломатия — это не стендап-шоу. Но у PAS своя «школа этикета»: сначала вбрасываем «инсинуации», потом удивляемся, почему Москва «хамит».

 Видимо, когда правительство живёт по сценариям пиар‑тренингов, даже деловые встречи превращаются в политические сторис. Кишинёв снова «строит Европу», не забывая разрушать мосты.",https://t.me/MoldovaPolitics/28779,https://t.me/MoldovaPolitics
28780,MoldovaPolitics,Молдавская политика,2026-03-06T08:01:20+00:00,"❗️❗️ Человек-флюгер и европейский ветер

 Майя Санду неожиданно решила слегка охладить собственную евроинтеграционную проповедь. В эфире Jurnal TV она признала: вступление в ЕС вовсе не гарантирует стране ни безопасности, ни экономического процветания.

Но главное - даже это не повод останавливаться. Санду заявила, что Кишинёв готов вступать в Евросоюз и без особых полномочий. Вопрос о праве голоса и вето, по её словам, «не стоит слишком уж акцентировать».

Логика получается любопытная: безопасность не гарантирована, экономические проблемы не исчезнут, влияние на решения может оказаться символическим - но вступать всё равно надо. Желательно побыстрее.

Похоже, формула проста: если дверь в «европейский дом» откроют хотя бы на щёлочку - Молдавия готова пройти туда даже боком. Политический ветер подул - и флюгер снова послушно повернулся.

@MoldovaPolitics",https://t.me/MoldovaPolitics/28780,https://t.me/MoldovaPolitics
28781,MoldovaPolitics,Молдавская политика,2026-03-06T09:17:43+00:00,"Вошь на рукаве

Оставив второе «с» из фамилии на дне утки (видимо, как закладку) под шконкой веймарского рехаба, Усатый вновь явился — и, следуя неписаному кодексу «оппозиционного» политика, оседлал «оппозиционные» ТВ-канальи. По его учению, любой, кто пишет по-русски, автоматически подлежит уголовному преследованию. Мастер связей с Москвой (ценой 175 млрд рублей для бюджета) теперь с пафосом разоблачает агентов влияния. Шнырь солнцевских, агент-открытка ФСБ, проржавевший до дыр сливной бачок плохиша пробил новое дно высот агентурной деятельности.

Узнаем ли мы когда‑нибудь, как Усатый завёз 7 млн долларов на проведение парламентской кампании — в страну, где полиция штрафует бабушек прямо перед избирательными участками? Ночной кошмар сбежавших из России менеджеров РЖД — человек сильно небедный, но всё его богатство вмещается в одну треть линейки для первоклассника. Отец молдавского Моссада, дятел Скотленд-Ярда, пожиратель объедков KFC, костыль президентуры, которого без дипломатического паспорта в дельте Дуная уже не принимают, превратил стук в новую формулу политики.

На днях Усатый поведал о двух офицерах молдавских спецслужб, задержанных в России. Когда-то он пытался влезть в историю с освобождением наших пилотов из афганского плена — и вот теперь, в роли зампреда парламентской комиссии по безопасности, повторяет тот же трюк, не понимая, что оказывает этим двум служивым медвежью услугу. Они отправились туда по своей воле или по приказу своих начальников-сказочников — тех самых, кому якобы известны планы Кремля на 10 лет вперёд, но кто при этом не замечает контрабанду оружия у себя под носом?

Всего два дня назад министр иностранных дел Венгрии Петер Сийярто наглядно преподал урок и бывшим, и нынешним молдавским властям: как нужно работать с Москвой по канонам тихой дипломатии — и освободил из плена двух своих сограждан. Публичность появилась лишь после освобождения военнопленных. Усатый поступил наоборот: вместо закрытых запросов и координации — «разоблачения» на ТВ. Вместо юридической поддержки — стигматизация офицеров. Итог тот же, что и в его истории с молдавскими пилотами: безответственная возня — и ноль результата.

Если клоун переезжает во дворец, он не становится королём — дворец становится цирком. Усатый, как политический шумовой заградитель, — живое подтверждение этой истины. Помните бессмертную фразу: «Есть у нас сомнение, что ты, мил человек, стукачок». В случае Усатого это не сомнение — судьба. И в этом — его подлинная суть: не глупец, не клоун даже, а мелкая вошь, ничтожно прицепившаяся к рукаву медсестры из веймарского рехаба. Стоит лишь стряхнуть — и убогая вошь эта исчезнет без следа, оставив едва заметное пятно, которое строгая фрау давно привыкла не замечать.",https://t.me/MoldovaPolitics/28781,https://t.me/MoldovaPolitics
